shelfmark,headline,summary,url,image_soup,image_server_base_url,image_rel
"Aarau, Aargauer Kantonsbibliothek, MsMurQ 7",Parchment and paper · 357 ff. · 19.5 x 13.5 cm · Southwestern Germany · second half of the 14th century and second half of the 15th century,"This monastic breviary was written in the second half of the 14th century for a Benedictine monastery; judging by the antiphons, it was perhaps written for Muri Abbey. At the end, a later hand added paper leaves to the parchment manuscript and entered the Offices of the Virgin and of Martin. In the 16th century, this breviary was the property of the Benedictines of Muri.               (gam)",https://www.e-codices.unifr.ch/en/searchresult/list/one/kba/MurQ0007,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""kba/kba-MurQ0007/kba-MurQ0007_0246v.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/kba/kba-MurQ0007/kba-MurQ0007_0246v.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/kba/kba-MurQ0007/kba-MurQ0007_0246v.jp2/full/pct:25/0/default/jpg
"Aarau, Aargauer Kantonsbibliothek, MsMurQ 11","Paper · 97 ff. · 21 x 14.5 cm · Southwestern Germany · middle of the 15th century, second half of the 15th century","This guide brings together two 15th century collections that were created independently of one another. The first, longer one is from the area around Rottweil, while the second, shorter one is from the area around Muri. Both provide models for formulating purchases and obligations, collateral and sureties, donations and inheritances, and they both contain letters dealing with the courts.               (gam)",https://www.e-codices.unifr.ch/en/searchresult/list/one/kba/MurQ0011,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""kba/kba-MurQ0011/kba-MurQ0011_0001v.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/kba/kba-MurQ0011/kba-MurQ0011_0001v.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/kba/kba-MurQ0011/kba-MurQ0011_0001v.jp2/full/pct:25/0/default/jpg
"Aarau, Aargauer Kantonsbibliothek, MsMurQ 12","Paper · 112 ff. · 20.5–22 x 14–15 cm · Southwestern Germany · third quarter of the 15th century, beginning of the 15th century","This Pharmacopoeia is an unorganized collection of prescriptions in German for diseases of all kinds, interspersed with recipes for cooking and with short medical treatises. Several prescriptions and treatises mention medical authorities such as Mesue, Bartholomew, Hippocrates and Galen, Heinrich Fründ, Johannes Minnch, Meister Heinrich and Vitalis de Furno. Various scribes contributed to this manuscript during the third quarter of the 15th century.               (gam)",https://www.e-codices.unifr.ch/en/searchresult/list/one/kba/MurQ0012,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""kba/kba-MurQ0012/kba-MurQ0012_0001r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/kba/kba-MurQ0012/kba-MurQ0012_0001r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/kba/kba-MurQ0012/kba-MurQ0012_0001r.jp2/full/pct:25/0/default/jpg
"Aarau, Aargauer Kantonsbibliothek, MsWett 4",Parchment · 112 ff. · 16 x 11.5 cm · second half of the 13th century,"This composite manuscript from the second half of the 13th century is written in early Gothic minuscule; it consists of five parts. Among other items, it contains the Beniamin minor by Richard of Saint Victor, various writings by Hugh of Saint Victor, the De sermone domini in monte secundum Matthaeum by Augustine and the De cognitione humanae conditionis by Bernard of Clairvaux. The last page contains notes about recipes and healing blessings.               (red)",https://www.e-codices.unifr.ch/en/searchresult/list/one/kba/Wett0004,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""kba/kba-Wett0004/kba-Wett0004_002r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/kba/kba-Wett0004/kba-Wett0004_002r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/kba/kba-Wett0004/kba-Wett0004_002r.jp2/full/pct:25/0/default/jpg
"Aarau, Aargauer Kantonsbibliothek, MsWettF 1",Parchment · 334 ff. · 40 x 30 cm · Zürich (?) · 1260-1280,"Part (Genesis-Ezra) of an illuminated three-volume bible (of which MsWettF 1 and MsWettF 2 remain), probably bequeathed to the cloister of Wettingen by Rudolph Schwerz, choirmaster of the Grossmunster Cathedral of Zurich and pastor of Altdorf.               (pel)",https://www.e-codices.unifr.ch/en/searchresult/list/one/kba/WettF0001,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""kba/kba-WettF0001/kba-WettF0001_001r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/kba/kba-WettF0001/kba-WettF0001_001r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/kba/kba-WettF0001/kba-WettF0001_001r.jp2/full/pct:25/0/default/jpg
"Aarau, Aargauer Kantonsbibliothek, MsWettF 9",Parchment · 260 ff. · 30.5 x 21 cm · Basel (?) · second quarter of the 14th century,"Composite manuscript from the second half of the 14th century. The main part contains the Historia scholastica by Petrus Comestor (1r-235v), augmented with various texts about the genealogy of Christ. The manuscript contains numerous graphic representations and illuminated initials which indicate provenance from Basel. The many holes in the parchment are artfully patched with embroidery. The manuscript originated in the Cistercian Monastery Maris Stella, Wettingen.               (sau)",https://www.e-codices.unifr.ch/en/searchresult/list/one/kba/WettF0009,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""kba/kba-WettF0009/kba-WettF0009_001v.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/kba/kba-WettF0009/kba-WettF0009_001v.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/kba/kba-WettF0009/kba-WettF0009_001v.jp2/full/pct:25/0/default/jpg
"Aarau, Aargauer Kantonsbibliothek, MsWettF 10",Parchment · 127 ff. · 29-29.5 x 19.5-20 cm · second half of the 12th century,"The manuscript called “Evangelia ad Missas” contains the Gospel readings for mass during the course of the year according to the Cistercian liturgy. It was written in the second half of the 12th century and is thus older than the Cistercian Wettingen Abbey, which was founded in 1227. It is not known in which monastery this manuscript was written and decorated with multi-colored initials with scroll ornamentation.               (gam)",https://www.e-codices.unifr.ch/en/searchresult/list/one/kba/WettF0010,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""kba/kba-WettF0010/kba-WettF0010_0001v.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/kba/kba-WettF0010/kba-WettF0010_0001v.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/kba/kba-WettF0010/kba-WettF0010_0001v.jp2/full/pct:25/0/default/jpg
"Aarau, Aargauer Kantonsbibliothek, MsWettF 11",Parchment · 417 ff. · 31.5 x 22.5 cm · German speaking region · third quarter of the 13th century,"This manuscript, which probably originated in a German-speaking region, contains a Biblia sacra decorated with numerous initials with a gold ground, as well as the short tract entitled De fructibus carnis et spiritus, attributed to Hugo of St. Victor or Conrad of Hirsau, with two schematic diagrams. During the 16th century the richly decorated manuscript was owned by Christoph Silberysen, Abbot of the Cistercian cloister at Wettingen.               (fas)",https://www.e-codices.unifr.ch/en/searchresult/list/one/kba/WettF0011,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""kba/kba-WettF0011/kba-WettF0011_001r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/kba/kba-WettF0011/kba-WettF0011_001r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/kba/kba-WettF0011/kba-WettF0011_001r.jp2/full/pct:25/0/default/jpg
"Aarau, Aargauer Kantonsbibliothek, MsWettF 13",Parchment · 104 ff. · 26.5 x 19 cm · second half of the 12th century; 17th century,"This liturgical book (Epistolare Cisterciense) can quite accurately be dated to around 1173 based on the script and on the succession of festivals described therein. This volume of epistles ist the second oldest manuscript among the Wettinger codices; by all indications, it was given to Wettingen Abbey as a gift from its mother house, Salem Abbey, on the occastion of its new founding in 1227.               (mul)",https://www.e-codices.unifr.ch/en/searchresult/list/one/kba/WettF0013,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""kba/kba-WettF0013/kba-WettF0013_001v.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/kba/kba-WettF0013/kba-WettF0013_001v.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/kba/kba-WettF0013/kba-WettF0013_001v.jp2/full/pct:25/0/default/jpg
"Aarau, Aargauer Kantonsbibliothek, MsWettF 15",Parchment · 175 ff. · 30 x 21.5 cm · 1270-1280,"Likely the oldest surviving exemplars of the Compendium theologicae veritatis by Hugo Argentinensis (Hugo Ripelin of Strasburg) and the Quaestiones super quatuor libros sententiarum by William Rothwell. Probably from the bequest of Rudolf Schwerz, Zurich choirmaster and pastor of Altdorf.               (pel)",https://www.e-codices.unifr.ch/en/searchresult/list/one/kba/WettF0015,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""kba/kba-WettF0015/kba-WettF0015_003r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/kba/kba-WettF0015/kba-WettF0015_003r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/kba/kba-WettF0015/kba-WettF0015_003r.jp2/full/pct:25/0/default/jpg
"Aarau, Aargauer Kantonsbibliothek, MsWettFm 1",Parchment · 270 ff. · 60 x 40-41.5 cm · Cologne · 1330-1335,"The first volume of the three-part so-called ""Wettinger Graduale"", made in Cologne for a cloister of Augustinian hermits, transferred from Zurich to the Cistercian cloister of Wettingen after the Reformation. The illuminated initials in this first volume are the work of the ""Old Master of the Gradual"" (Willehalm-Meister).               (pel)",https://www.e-codices.unifr.ch/en/searchresult/list/one/kba/WettFm0001,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""kba/kba-WettFm0001/kba-WettFm0001_049r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/kba/kba-WettFm0001/kba-WettFm0001_049r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/kba/kba-WettFm0001/kba-WettFm0001_049r.jp2/full/pct:25/0/default/jpg
"Aarau, Aargauer Kantonsbibliothek, MsWettFm 2",Parchment · 187 ff. · 61 x 41 cm · Cologne · 1330-1335,"The second volume of the three-part so-called ""Wettinger Graduale"", made in Cologne for a cloister of Augustinian hermits, transferred from Zurich to the Cistercian cloister of Wettingen after the Reformation. The illuminated initials in this second volume are the work of the ""Younger Master of the Gradual"" (Willehalm-Meister).               (sau)",https://www.e-codices.unifr.ch/en/searchresult/list/one/kba/WettFm0002,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""kba/kba-WettFm0002/kba-WettFm0002_039r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/kba/kba-WettFm0002/kba-WettFm0002_039r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/kba/kba-WettFm0002/kba-WettFm0002_039r.jp2/full/pct:25/0/default/jpg
"Aarau, Aargauer Kantonsbibliothek, MsWettFm 3",Parchment · 209 ff. · 61 x 41 cm · Cologne · 1330-1335,"The third volume of the three-part so-called ""Wettinger Graduale"", made in Cologne for a cloister of Augustinian hermits, transferred from Zurich to the Cistercian cloister of Wettingen after the Reformation. The illuminated initials in this third volume, like those in the second (MsWettFm 2) are the work of the ""Younger Master of the Gradual"".               (pel)",https://www.e-codices.unifr.ch/en/searchresult/list/one/kba/WettFm0003,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""kba/kba-WettFm0003/kba-WettFm0003_003r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/kba/kba-WettFm0003/kba-WettFm0003_003r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/kba/kba-WettFm0003/kba-WettFm0003_003r.jp2/full/pct:25/0/default/jpg
"Aarau, Aargauer Kantonsbibliothek, MsWettQ 3",Parchment · 128 ff. · 22 x 17.5 cm · third quarter of the 13th century,"The Cistercian Collectarius dates from the third quarter of the 13th century. It contains liturgical prayers for the whole year. The manuscript's place of origin is unknown; several historical notes indicate that it was used early on in Wettingen. The calendar contains entries of commemorative days for the monastery's founders, and the short Notae dedicationum Wettingenses report on the founding and the equipping of the monastery.               (gam)",https://www.e-codices.unifr.ch/en/searchresult/list/one/kba/WettQ0003,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""kba/kba-WettQ0003/kba-WettQ0003_0017r.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/kba/kba-WettQ0003/kba-WettQ0003_0017r.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/kba/kba-WettQ0003/kba-WettQ0003_0017r.jp2/full/pct:25/0/default/jpg
"Aarau, Aargauer Kantonsbibliothek, MsWettQ 4",Parchment · 486 pp. · 17 x 12.5 cm · first quarter of the 14th century,"This extensive breviary lists the texts for the Liturgy of the Hours throughout the church year for the Cistercian Order. The calendar of saints and the rank of the feasts correspond to those from the last third of the 13th century. Based on the script, this breviary can be dated to the early 14th century. It remains unclear since when the manuscript was in use at Wettingen Abbey.               (gam)",https://www.e-codices.unifr.ch/en/searchresult/list/one/kba/WettQ0004,"<iiif-image image-classes=""rounded loading-indicator-thumb preview-thumbnail"" image-file-path=""kba/kba-WettQ0004/kba-WettQ0004_0013.jp2"" image-rel=""https://www.e-codices.unifr.ch/loris/kba/kba-WettQ0004/kba-WettQ0004_0013.jp2/full/pct:25/0/default/jpg"" image-server-base-url=""https://www.e-codices.unifr.ch/loris"" image-size="",150"">
</iiif-image>",https://www.e-codices.unifr.ch/loris,https://www.e-codices.unifr.ch/loris/kba/kba-WettQ0004/kba-WettQ0004_0013.jp2/full/pct:25/0/default/jpg
